,county,population,median_home_value,median_gross_rent,median_age,household_income,per_capita_income,caucasian,african_american,native_american,asian,hispanic,state,county_fips_x,pop_density,state_num,percent_african_american,percent_caucasian,percent_asian,percent_native_american,percent_hispanic,republican
451,Adams,2351.0,148800.0,544.0,46.1,54875.0,33652.0,2188.0,50.0,28.0,78.0,41.0,North Dakota,1,2.24394469090000,38,0.02126754572522331,0.9306678009357721,0.03317737133134836,0.011909825606125054,0.017439387494683115,0.7463054187192119
452,Bottineau,6589.0,149400.0,674.0,45.1,59882.0,35039.0,6138.0,62.0,232.0,15.0,148.0,North Dakota,9,3.76533651450000,38,0.009409622097435118,0.9315525876460768,0.002276521475185916,0.035210198816208835,0.022461678555167702,0.7137950772753291
453,Barnes,10836.0,118800.0,677.0,44.9,57064.0,33868.0,10237.0,261.0,139.0,54.0,213.0,North Dakota,3,6.98263025770000,38,0.02408637873754153,0.9447212993724622,0.0049833887043189366,0.012827611664820967,0.019656699889258028,0.5913173652694611
454,Eddy,2313.0,83500.0,603.0,44.0,51563.0,34565.0,2038.0,0.0,176.0,0.0,0.0,North Dakota,27,3.62878356230000,38,0.0,0.8811067877215737,0.0,0.07609165585819282,0.0,0.6425670186839968
455,Grand Forks,70400.0,193300.0,822.0,29.5,51951.0,31052.0,60932.0,2822.0,1756.0,1891.0,2887.0,North Dakota,35,48.35661488000000,38,0.04008522727272727,0.8655113636363636,0.026860795454545453,0.02494318181818182,0.04100852272727273,0.5381195455293923
456,McKenzie,12536.0,211900.0,1079.0,30.7,80732.0,36798.0,10404.0,70.0,1497.0,83.0,969.0,North Dakota,53,5.44321489680000,38,0.005583918315252074,0.8299298021697511,0.0066209317166560306,0.11941608168474793,0.077297383535418,0.7855308219178082
457,Mercer,8570.0,175200.0,744.0,43.9,79890.0,38298.0,8087.0,76.0,245.0,39.0,249.0,North Dakota,57,7.85112197710000,38,0.008868144690781798,0.9436406067677946,0.0045507584597432905,0.028588098016336057,0.029054842473745623,0.8028620247757369
458,McLean,9608.0,163000.0,683.0,46.1,65648.0,35367.0,8683.0,64.0,690.0,10.0,229.0,North Dakota,55,4.47812261720000,38,0.006661115736885929,0.9037260616153205,0.0010407993338884263,0.07181515403830141,0.023834304746044963,0.7262464722483537
459,Pierce,4210.0,114800.0,668.0,45.8,48802.0,28008.0,3987.0,32.0,130.0,33.0,37.0,North Dakota,69,3.90362339710000,38,0.007600950118764846,0.9470308788598575,0.007838479809976246,0.030878859857482184,0.008788598574821853,0.6938676967648479
460,Ransom,5361.0,123200.0,619.0,46.4,61810.0,34691.0,5153.0,38.0,12.0,42.0,97.0,North Dakota,73,6.05004946850000,38,0.007088229807871666,0.9612012684200709,0.00783435926133184,0.002238388360380526,0.018093639246409252,0.5129292072912249
461,Sioux,4413.0,83000.0,455.0,28.2,40862.0,16706.0,576.0,6.0,3694.0,0.0,187.0,North Dakota,85,3.86636243350000,38,0.0013596193065941536,0.13052345343303876,0.0,0.8370722864264672,0.042374801722184455,0.21103896103896105
462,Bowman,3195.0,149300.0,555.0,41.4,65063.0,36221.0,3079.0,1.0,37.0,0.0,173.0,North Dakota,11,2.60283808510000,38,0.00031298904538341156,0.9636932707355242,0.0,0.011580594679186228,0.0541471048513302,0.8091773922775601
463,Golden Valley,1882.0,120000.0,661.0,44.6,56087.0,32590.0,1825.0,0.0,26.0,0.0,60.0,North Dakota,33,1.75944268970000,38,0.0,0.9697130712008502,0.0,0.01381509032943677,0.031880977683315624,0.8317659352142109
464,Logan,1927.0,84300.0,628.0,52.6,58144.0,33396.0,1902.0,1.0,5.0,2.0,24.0,North Dakota,47,1.86379427080000,38,0.0005189413596263622,0.987026466009341,0.0010378827192527244,0.002594706798131811,0.012454592631032694,0.8322399250234301
465,Towner,2246.0,74100.0,523.0,47.8,53696.0,36217.0,2054.0,0.0,82.0,12.0,56.0,North Dakota,95,2.13579945310000,38,0.0,0.9145146927871772,0.005342831700801425,0.0365093499554764,0.024933214603739984,0.6335350043215212
466,Stutsman,21064.0,146100.0,685.0,40.2,57642.0,32001.0,19613.0,263.0,293.0,125.0,507.0,North Dakota,93,9.31813632930000,38,0.012485757690846942,0.9311146980630459,0.005934295480440562,0.013909988606152678,0.02406950246866692,0.6615460364352536
467,Divide,2369.0,159300.0,830.0,54.0,60074.0,45190.0,2192.0,26.0,33.0,60.0,57.0,North Dakota,23,1.79557421410000,38,0.010975094976783452,0.9252849303503587,0.02532714225411566,0.013929928239763613,0.024060785141409878,0.7112387202625102
468,Foster,3290.0,127800.0,591.0,45.6,60613.0,33737.0,3184.0,7.0,42.0,1.0,51.0,North Dakota,31,5.06245520600000,38,0.002127659574468085,0.9677811550151976,0.00030395136778115504,0.01276595744680851,0.015501519756838906,0.7219313554392088
469,Sargent,3883.0,105400.0,699.0,45.1,67200.0,37039.0,3700.0,92.0,32.0,7.0,116.0,North Dakota,81,4.54056553760000,38,0.02369302086015967,0.9528714911151172,0.0018027298480556271,0.008241050733968582,0.029873808910636106,0.5448172258387581
470,Slope,704.0,89500.0,623.0,50.8,63942.0,37340.0,659.0,39.0,0.0,0.0,0.0,North Dakota,87,0.61714964780000,38,0.05539772727272727,0.9360795454545454,0.0,0.0,0.0,0.8418604651162791
471,Stark,30876.0,238100.0,929.0,33.9,75708.0,37897.0,28308.0,689.0,397.0,428.0,1638.0,North Dakota,89,23.58880126200000,38,0.02231506671848685,0.9168286047415468,0.013861899209742195,0.012857883145485166,0.05305091333074233,0.7916734296380458
472,Gallia,30195.0,106200.0,675.0,40.6,42113.0,22588.0,28502.0,716.0,116.0,211.0,399.0,Ohio,53,64.08581703100000,39,0.023712535187945024,0.9439311144229177,0.006987911905944693,0.0038416956449743335,0.01321410829607551,0.7595700255200679
473,Huron,58457.0,120800.0,685.0,39.6,51559.0,25375.0,55328.0,847.0,94.0,122.0,3764.0,Ohio,77,118.54863142000000,39,0.01448928272063226,0.9464734762303916,0.0020870041226884717,0.001608019569940298,0.06438920916229023,0.6533784327937505
474,Athens,65936.0,122000.0,764.0,28.9,37778.0,20745.0,59769.0,1889.0,333.0,1781.0,1251.0,Ohio,9,129.71315915000000,39,0.02864899296287309,0.906469910215967,0.02701104100946372,0.005050351856345547,0.018972943460325162,0.3856264646944945
475,Adams,27878.0,100200.0,595.0,42.0,36894.0,21543.0,27098.0,109.0,87.0,41.0,278.0,Ohio,1,47.43887309900000,39,0.003909893105674725,0.9720209484181075,0.0014706937369969152,0.0031207403687495516,0.009972020948418108,0.7623030196320099
476,Medina,177257.0,189700.0,861.0,41.9,74243.0,35979.0,168911.0,2580.0,233.0,2208.0,3554.0,Ohio,103,426.48703678000000,39,0.01455513745578454,0.9529158227883807,0.012456489729601651,0.0013144755919371309,0.020049983921650485,0.5998489707025051
477,Union,55654.0,196500.0,943.0,38.4,82775.0,34691.0,50824.0,1481.0,152.0,2013.0,915.0,Ohio,159,136.63334929000000,39,0.026610845581629353,0.913213785172674,0.036169906924929024,0.0027311603837999066,0.01644086678405865,0.6597396915673193
478,Champaign,38864.0,126200.0,698.0,42.4,57103.0,26515.0,36732.0,711.0,114.0,225.0,596.0,Ohio,21,90.64222133700000,39,0.01829456566488267,0.9451420337587485,0.005789419514203376,0.002933305887196377,0.015335529024289831,0.6976911179849757
479,Paulding,18872.0,94300.0,662.0,42.0,51933.0,25918.0,17929.0,145.0,39.0,61.0,881.0,Ohio,125,44.83774710400000,39,0.0076833403984739295,0.9500317931326834,0.003232301822806274,0.0020665536244171257,0.046682916490038154,0.7184702111197082
480,Greene,165811.0,168200.0,899.0,38.1,67109.0,34682.0,142463.0,11873.0,199.0,4939.0,4622.0,Ohio,57,408.43064059000000,39,0.0716056232698675,0.8591890767198799,0.02978692607848695,0.0012001616298074314,0.027875110818944462,0.5929780839991204
481,Franklin,1275333.0,165800.0,942.0,34.0,58762.0,32552.0,853540.0,283279.0,2473.0,65029.0,69044.0,Ohio,49,2473.19427430000000,39,0.22212159490893751,0.6692683401119551,0.05098981991370097,0.001939101395478671,0.05413801728646558,0.3429999655848849
482,Marion,65344.0,97500.0,721.0,41.3,45464.0,22878.0,58698.0,3775.0,122.0,393.0,1699.0,Ohio,101,161.19786926000000,39,0.057771180215475025,0.8982921155729677,0.0060143241919686586,0.0018670421155729676,0.026000857002938294,0.6443659296406048
483,Morgan,14702.0,96500.0,588.0,44.3,41731.0,22454.0,13598.0,686.0,9.0,29.0,49.0,Ohio,115,34.83932528900000,39,0.046660318324037546,0.9249081757584002,0.001972520745476806,0.0006121616106652156,0.003332879880288396,0.6877231103523204
484,Wayne,116208.0,145700.0,728.0,38.5,56348.0,26822.0,109985.0,1705.0,340.0,1106.0,2302.0,Ohio,169,208.55959709000000,39,0.014671967506539997,0.9464494699160126,0.009517417045298087,0.002925788241773372,0.019809307448712652,0.6473030710288248
485,Wyandot,22107.0,115800.0,625.0,42.1,52940.0,27037.0,21442.0,42.0,0.0,266.0,630.0,Ohio,175,53.50973962500000,39,0.0018998507260143845,0.9699190301714389,0.012032387931424436,0.0,0.02849776089021577,0.7050604229607251
486,Butler,378294.0,165900.0,863.0,36.5,63358.0,30777.0,320477.0,30336.0,953.0,11658.0,17487.0,Ohio,17,821.24422469000000,39,0.08019159701184793,0.8471638461091109,0.030817300829513554,0.0025192046397775275,0.04622595124427033,0.615373995478575
487,Harrison,15307.0,89800.0,617.0,46.0,48462.0,24108.0,14632.0,343.0,12.0,74.0,153.0,Ohio,67,37.38214910400000,39,0.0224080486052133,0.9559025282550467,0.004834389495002286,0.0007839550532436141,0.009995426928856079,0.7201582144370674
488,Knox,61215.0,147900.0,736.0,38.9,55131.0,25589.0,59066.0,669.0,127.0,241.0,895.0,Ohio,83,118.59439775000000,39,0.010928693947561872,0.9648942252715837,0.003936943559585069,0.002074654904843584,0.014620599526259903,0.6668874403039704
489,Richland,121324.0,105600.0,664.0,41.3,47346.0,24545.0,105287.0,9555.0,217.0,965.0,2240.0,Ohio,139,244.65823607000000,39,0.07875605815831987,0.8678167551350103,0.007953908542415351,0.0017885991230094623,0.018462958689129932,0.6626942442134242
490,Vinton,13111.0,90600.0,623.0,42.2,42114.0,20823.0,12744.0,61.0,18.0,20.0,76.0,Ohio,163,31.73229039900000,39,0.004652581801540691,0.9720082373579437,0.0015254366562428496,0.0013728929906185645,0.005796659293722828,0.7057433660487096
491,Hancock,75690.0,139900.0,747.0,39.2,55644.0,30794.0,69969.0,1150.0,43.0,1459.0,4004.0,Ohio,63,142.63018728000000,39,0.015193552648962876,0.9244153785176378,0.019275994186814638,0.0005681067512220901,0.052899986788215086,0.6713211004080726
492,Fairfield,152910.0,173600.0,866.0,39.3,66175.0,31136.0,134357.0,10889.0,154.0,2294.0,3242.0,Ohio,45,312.39289873000000,39,0.071211823948728,0.8786671898502387,0.015002288928127657,0.0010071283761689882,0.021202014256752336,0.6077654190610727
493,Defiance,38279.0,117700.0,695.0,40.6,57665.0,28491.0,34821.0,728.0,144.0,152.0,3764.0,Ohio,39,92.56780645900000,39,0.019018260665116644,0.9096632618406959,0.0039708456333760024,0.0037618537579351603,0.09833067739491627,0.6424802110817942
494,Henry,27316.0,121900.0,686.0,41.3,59083.0,28328.0,25760.0,221.0,71.0,99.0,2072.0,Ohio,69,64.91667480500000,39,0.008090496412359057,0.943037047884024,0.003624249524088446,0.00259920925464929,0.07585297993849759,0.6675997703129486
495,Jefferson,66886.0,90000.0,650.0,44.8,44819.0,25658.0,61119.0,3683.0,82.0,329.0,932.0,Ohio,81,160.06153277000000,39,0.05506383996651018,0.9137786681816823,0.004918817091768083,0.0012259665699847501,0.013934156624704722,0.6557870873575354
496,Putnam,33969.0,151600.0,683.0,40.0,62001.0,30064.0,32137.0,120.0,13.0,65.0,2066.0,Ohio,137,70.17181575300000,39,0.003532632694515588,0.9460684741970621,0.0019135093761959434,0.0003827018752391887,0.06082015955724337,0.7971972078648691
497,Clinton,41896.0,125300.0,717.0,39.9,51354.0,26861.0,39523.0,855.0,46.0,190.0,655.0,Ohio,27,102.69035818000000,39,0.020407676150467825,0.943359747947298,0.004535039144548406,0.0010979568455222455,0.015633950735153713,0.7409906291834003
498,Fayette,28645.0,112700.0,715.0,40.7,46478.0,24931.0,26876.0,583.0,7.0,261.0,605.0,Ohio,47,70.19621917000000,39,0.02035259207540583,0.938244021644266,0.00911153779019026,0.0002443707453307733,0.021120614417873974,0.716269485755241
499,Pickaway,57420.0,157800.0,792.0,39.4,62214.0,26515.0,53638.0,2027.0,140.0,272.0,781.0,Ohio,129,116.62750047000000,39,0.03530128874956461,0.9341344479275514,0.0047370254266805994,0.0024381748519679554,0.013601532567049808,0.6900788037987472
500,Logan,45307.0,129100.0,733.0,40.8,55150.0,27840.0,42913.0,761.0,70.0,389.0,681.0,Ohio,91,99.60968075800000,39,0.016796521508817622,0.9471604829275829,0.008585869733153817,0.0015450151190765224,0.01503078994415874,0.7397431737054379
501,Summit,541810.0,140700.0,806.0,40.9,55448.0,32055.0,426912.0,78052.0,1183.0,17901.0,11168.0,Ohio,153,1310.62766810000000,39,0.14405788006865874,0.7879367305882136,0.03303925730422104,0.002183422232886067,0.02061239179786272,0.4342446478201714
502,Sandusky,59299.0,113100.0,684.0,41.8,51701.0,26256.0,53723.0,1754.0,158.0,200.0,5822.0,Ohio,143,143.34021742000000,39,0.029578913641039477,0.9059680601696487,0.0033727381574731445,0.0026644631444037842,0.09818040776404324,0.5818000285266011
503,Shelby,48797.0,139100.0,731.0,39.4,61042.0,29008.0,45915.0,1298.0,172.0,472.0,749.0,Ohio,149,119.18202353000000,39,0.02659999590138738,0.9409389921511568,0.009672725782322684,0.0035248068528803,0.015349304260507818,0.7830665543386689
504,Cottonwood,11372.0,90800.0,644.0,42.6,53354.0,27209.0,10209.0,85.0,37.0,398.0,844.0,Minnesota,33,17.49448884400000,27,0.007474498768906085,0.8977312697854379,0.03499824129440732,0.0032536053464650018,0.07421737601125572,0.6430693934626813
505,Scott,143372.0,285200.0,1139.0,36.1,97744.0,39952.0,120909.0,5840.0,1082.0,8804.0,7275.0,Minnesota,139,418.27773972000000,27,0.04073319755600815,0.843323661523868,0.061406690288201324,0.007546801328013838,0.05074212538013001,0.5324341254714844
506,Dodge,20582.0,174400.0,657.0,38.3,71669.0,32795.0,19671.0,49.0,90.0,167.0,1031.0,Minnesota,39,47.65546744900000,27,0.0023807210183655622,0.9557380235156934,0.008113885919735692,0.004372752890875522,0.050092313672140704,0.6126337525811901
507,Wabasha,21500.0,173100.0,693.0,45.2,65138.0,33664.0,20687.0,124.0,55.0,92.0,613.0,Minnesota,157,41.35572165100000,27,0.005767441860465117,0.9621860465116279,0.004279069767441861,0.0025581395348837207,0.028511627906976745,0.5906862745098039
508,Pipestone,9185.0,97700.0,546.0,42.2,52309.0,29716.0,8512.0,129.0,155.0,85.0,604.0,Minnesota,117,19.62344493100000,27,0.014044637996733805,0.9267283614589004,0.009254218835057159,0.016875340228633642,0.06575939031028852,0.6942595673876872
509,Crow Wing,63855.0,194400.0,780.0,44.3,54508.0,30900.0,61333.0,479.0,610.0,262.0,923.0,Minnesota,35,65.16158376200000,27,0.007501370292067966,0.9605042674810117,0.0041030459635110796,0.009552893273823507,0.014454623756949338,0.6218123988616706
510,Norman,6559.0,93400.0,603.0,44.2,55206.0,28351.0,6112.0,35.0,166.0,41.0,329.0,Minnesota,107,7.30417168190000,27,0.005336179295624333,0.9318493672815978,0.006250952889159933,0.025308736087818265,0.05016008537886873,0.5210058264336094
511,Wright,132745.0,225600.0,935.0,36.6,81881.0,34325.0,125561.0,1857.0,449.0,1496.0,3807.0,Minnesota,171,209.30733641000000,27,0.013989227466194583,0.9458812007985234,0.011269727673358695,0.0033824249500922824,0.028679046291762402,0.6215921169812405
512,Nicollet,33783.0,182100.0,836.0,36.3,65027.0,31225.0,31260.0,1064.0,10.0,592.0,1503.0,Minnesota,103,76.40046811800000,27,0.03149513068703194,0.9253174673652429,0.017523606547671905,0.00029600686735932274,0.04448983216410621,0.4662098690390673
513,Douglas,37203.0,209800.0,744.0,44.1,60676.0,34547.0,36070.0,177.0,114.0,111.0,594.0,Minnesota,41,59.89914106200000,27,0.004757680832190953,0.969545466763433,0.002983630352390936,0.003064269010563664,0.015966454318200145,0.6410833142070231
514,Grant,5938.0,105700.0,630.0,45.2,55912.0,31940.0,5764.0,10.0,24.0,1.0,134.0,Minnesota,51,10.90186151300000,27,0.001684068710003368,0.9706972044459414,0.0001684068710003368,0.0040417649040080834,0.02256652071404513,0.5940109415490931
515,Kittson,4337.0,74100.0,603.0,47.3,57112.0,29946.0,4237.0,38.0,16.0,15.0,91.0,Minnesota,69,3.91148935700000,27,0.008761816924141111,0.9769425870417339,0.0034586119437399125,0.0036891860733225734,0.020982245792022135,0.5656184486373166
516,Le Sueur,27983.0,197600.0,740.0,41.2,67451.0,32120.0,26897.0,235.0,54.0,138.0,1643.0,Minnesota,79,64.38362774700000,27,0.00839795590179752,0.9611907229389272,0.00493156559339599,0.0019297430582853876,0.05871421934746096,0.6133190835615523
517,Mahnomen,5506.0,94900.0,574.0,35.9,44537.0,20953.0,2599.0,28.0,2223.0,21.0,229.0,Minnesota,87,9.90738458650000,27,0.005085361423901199,0.4720305121685434,0.003814021067925899,0.40374137304758445,0.04159099164547766,0.4746168582375479
518,Chisago,54727.0,219400.0,876.0,41.0,80409.0,33927.0,52149.0,699.0,254.0,552.0,1146.0,Minnesota,25,136.36792119000000,27,0.012772488899446342,0.9528934529574068,0.010086429002137885,0.004641219142288084,0.020940303689221042,0.6100635172687574
519,Redwood,15331.0,100800.0,626.0,43.1,53230.0,28011.0,13538.0,119.0,751.0,439.0,510.0,Minnesota,127,17.26663723400000,27,0.007762050746852782,0.8830474202596047,0.028634792250994717,0.0489857152175331,0.033265931772226205,0.6749441597687558
520,Yellow Medicine,9868.0,101800.0,561.0,42.3,56943.0,29379.0,9097.0,62.0,350.0,62.0,448.0,Minnesota,173,12.79012627200000,27,0.006282934738548845,0.921868666396433,0.006282934738548845,0.035468179975678964,0.04539927036886907,0.6410159211523881
521,Todd,24440.0,149300.0,644.0,44.0,52872.0,25848.0,23131.0,150.0,113.0,117.0,1399.0,Minnesota,153,26.09710274900000,27,0.0061374795417348605,0.9464402618657938,0.0047872340425531915,0.004623567921440262,0.05724222585924713,0.7074960393562911
522,Beltrami,46117.0,157000.0,737.0,33.7,47410.0,24781.0,33707.0,524.0,9547.0,373.0,1064.0,Minnesota,7,18.83974779500000,27,0.01136240431944836,0.730901836632912,0.008088123685408852,0.20701693518659062,0.023071752282238654,0.5000463735856057
523,Blue Earth,66322.0,177800.0,869.0,30.7,55861.0,28824.0,60419.0,2299.0,226.0,1508.0,2305.0,Minnesota,13,90.47132325000000,27,0.03466421398630922,0.9109948433400682,0.022737553149784387,0.003407617381864238,0.03475468170441181,0.4663769237638794
524,Houston,18663.0,167600.0,704.0,45.2,58729.0,31453.0,18120.0,185.0,42.0,131.0,202.0,Minnesota,55,33.69299750200000,27,0.009912661415635213,0.9709049991962707,0.007019235921341692,0.002250442051117184,0.010823554626801693,0.5296114673708034
525,Lac qui Parle,6773.0,85600.0,547.0,50.4,52199.0,31686.0,6538.0,57.0,14.0,56.0,149.0,Minnesota,73,8.65728171590000,27,0.008415768492543925,0.9653034106009154,0.008268123431271224,0.002067030857817806,0.021999114129632364,
526,Lake of the Woods,3809.0,152400.0,619.0,51.3,49068.0,26526.0,3546.0,1.0,11.0,32.0,64.0,Minnesota,77,2.88172887120000,27,0.00026253609871357313,0.9309530060383303,0.00840115515883434,0.002887897085849304,0.01680231031766868,0.6868867082961642
527,Otter Tail,57992.0,179500.0,669.0,46.7,57131.0,30846.0,55217.0,802.0,296.0,349.0,1945.0,Minnesota,111,29.79222077900000,27,0.013829493723272175,0.9521485722168574,0.006018071458132156,0.005104152296868534,0.03353910884259898,0.6442769230769231
528,Waseca,18809.0,150700.0,660.0,40.2,55612.0,28067.0,17540.0,382.0,176.0,105.0,1109.0,Minnesota,161,43.96227269400000,27,0.020309426338454995,0.9325322983678026,0.005582433941198363,0.00935722260619916,0.05896113562656175,0.618149797990262
529,St. Louis,200080.0,152000.0,764.0,41.1,53344.0,30321.0,184602.0,2984.0,3705.0,2100.0,3284.0,Minnesota,137,31.86487613800000,27,0.014914034386245502,0.922640943622551,0.010495801679328268,0.018517592962814872,0.01641343462614954,
530,Anoka,347431.0,218800.0,1089.0,38.4,79923.0,35806.0,292678.0,20497.0,2289.0,14987.0,15330.0,Minnesota,3,845.85743528000000,27,0.058995886953092845,0.8424061180493393,0.04313662281143594,0.0065883585517699916,0.04412386919992747,0.5024763401845411
531,Stearns,156819.0,176000.0,808.0,34.3,60606.0,29815.0,139218.0,9087.0,434.0,3367.0,5168.0,Minnesota,145,119.95486531000000,27,0.05794578463068888,0.8877623247183059,0.02147061261709359,0.0027675217926399227,0.032955190378716866,0.5982636445873957
532,Lincoln,5707.0,94300.0,588.0,45.8,52301.0,28504.0,5579.0,15.0,58.0,9.0,109.0,Minnesota,81,10.50520479000000,27,0.0026283511477133343,0.9775714035395129,0.0015770106886280008,0.010162957771158226,0.019099351673383565,0.639615766810202
533,Marshall,9392.0,111500.0,603.0,43.8,58723.0,29670.0,9121.0,36.0,28.0,31.0,415.0,Minnesota,89,5.25954009730000,27,0.0038330494037478705,0.9711456558773425,0.0033006814310051107,0.002981260647359455,0.04418654173764906,0.6659746730330081
534,Mille Lacs,25728.0,157200.0,735.0,40.4,53888.0,26679.0,23278.0,109.0,1293.0,206.0,604.0,Minnesota,95,45.90962332600000,27,0.004236629353233831,0.9047730099502488,0.0080068407960199,0.050256529850746266,0.02347636815920398,0.6407006222631942
535,Washington,253317.0,277400.0,1267.0,39.3,92376.0,43789.0,217742.0,11056.0,1025.0,13974.0,10248.0,Minnesota,163,682.70748369000000,27,0.04364491921189655,0.8595633139505047,0.05516408294745319,0.0040463135123185575,0.040455239877307876,0.4466876971608833
536,Carlton,35540.0,166200.0,749.0,40.7,60390.0,28117.0,31723.0,629.0,1940.0,180.0,625.0,Minnesota,17,41.64731691600000,27,0.017698368036015755,0.8925998874507597,0.005064715813168261,0.05458638154192459,0.01758581879572313,0.4480808302674208
537,Kanabec,16004.0,152600.0,783.0,44.8,53300.0,27331.0,15412.0,56.0,136.0,86.0,248.0,Minnesota,65,31.31948994700000,27,0.0034991252186953262,0.9630092476880779,0.005373656585853537,0.00849787553111722,0.015496125968507872,0.6395988748929925
538,Koochiching,12644.0,106300.0,615.0,49.2,47129.0,29051.0,11820.0,61.0,456.0,59.0,41.0,Minnesota,71,3.93882671410000,27,0.004824422651059791,0.9348307497627333,0.004666244859221765,0.036064536539069915,0.003242644732679532,0.5608989470375609
539,Red Lake,4008.0,113600.0,570.0,42.5,56588.0,29731.0,3799.0,12.0,53.0,3.0,149.0,Minnesota,125,9.37773582220000,27,0.0029940119760479044,0.9478542914171657,0.0007485029940119761,0.013223552894211578,0.03717564870259481,0.6065922381711856
540,Morrison,32949.0,165200.0,695.0,42.1,54962.0,28792.0,31874.0,176.0,73.0,154.0,547.0,Minnesota,97,29.67395724900000,27,0.005341588515584692,0.9673738201462867,0.004673889951136605,0.0022155452365777415,0.01660141430695924,0.7337913023731123
541,Rice,65765.0,196500.0,837.0,36.5,65758.0,29767.0,57204.0,3523.0,248.0,1388.0,5222.0,Minnesota,131,135.06823581000000,27,0.05356952786436554,0.8698243746673763,0.021105451227856762,0.0037710028130464534,0.0794039382650346,0.4755725426131985
542,Steele,36676.0,158500.0,742.0,38.9,62731.0,30822.0,33297.0,1112.0,116.0,532.0,2806.0,Minnesota,147,85.30063267500000,27,0.030319555022357947,0.90786890609663,0.01450539862580434,0.003162831279310721,0.07650779801505071,0.583867772042338
543,Aitkin,15834.0,174400.0,663.0,55.1,45989.0,27646.0,15011.0,89.0,345.0,57.0,214.0,Minnesota,1,8.71995941040000,27,0.005620815965643552,0.9480232411266895,0.0035998484274346342,0.02178855627131489,0.013515220411772135,0.5975517278734699
544,Faribault,13896.0,88500.0,575.0,46.1,52286.0,29748.0,13539.0,25.0,32.0,39.0,928.0,Minnesota,43,19.16270074700000,27,0.0017990788716177317,0.9743091537132987,0.0028065630397236616,0.002302820955670697,0.0667818077144502,0.6285752833243389
545,Murray,8353.0,113300.0,628.0,48.1,57500.0,31768.0,8066.0,49.0,19.0,104.0,320.0,Minnesota,101,11.62822294200000,27,0.005866155872141746,0.9656410870345984,0.01245061654495391,0.0022746318687896566,0.03830958936908895,0.6371036846615252
546,Kandiyohi,42658.0,168400.0,744.0,39.1,59089.0,30217.0,37786.0,2056.0,178.0,387.0,5077.0,Minnesota,67,54.17602583800000,27,0.048197290074546394,0.8857893009517558,0.009072155281541563,0.004172722584274931,0.11901636269867316,0.5872221201543266
547,Lake,10569.0,170400.0,653.0,50.4,59516.0,33602.0,10213.0,78.0,61.0,3.0,162.0,Minnesota,75,5.04488315460000,27,0.007380073800738007,0.9663165862427855,0.0002838489923360772,0.005771596177500236,0.01532784558614817,0.449624290752952
548,Rock,9413.0,137100.0,628.0,40.9,59890.0,30544.0,9054.0,107.0,68.0,97.0,282.0,Minnesota,133,19.30737514100000,27,0.011367258047381281,0.961861255710188,0.01030489748220546,0.007224051843195581,0.029958567937958144,0.6387683405662327
549,Sibley,14912.0,151000.0,671.0,41.6,62761.0,30977.0,14301.0,127.0,49.0,100.0,1326.0,Minnesota,143,25.24479002800000,27,0.008516630901287554,0.959026287553648,0.006706008583690987,0.0032859442060085837,0.08892167381974249,0.6679958837149472
550,Traverse,3337.0,82000.0,684.0,48.4,48784.0,30553.0,3078.0,22.0,149.0,10.0,91.0,Minnesota,155,5.67896910150000,27,0.006592747977225052,0.9223853760863051,0.0029967036260113876,0.04465088402756967,0.027270002996703627,0.5834260289210234
551,Becker,33773.0,187600.0,702.0,41.8,59278.0,29710.0,29630.0,186.0,2510.0,206.0,674.0,Minnesota,5,26.17551004500000,27,0.005507357948657211,0.8773280431113611,0.006099546975394546,0.07431972285553548,0.019956770201048173,0.6317500870978979
552,Hennepin,1235478.0,260300.0,1085.0,36.4,74113.0,43976.0,897497.0,161230.0,8819.0,87536.0,85264.0,Minnesota,53,2285.55629070000000,27,0.1305000979378022,0.726437055131698,0.07085192937470355,0.0071381279148637206,0.06901296502244475,0.2820242449376964
553,Brown,25211.0,135800.0,588.0,42.1,57728.0,30373.0,24139.0,186.0,61.0,141.0,1076.0,Minnesota,15,40.92229848700000,27,0.007377731942406093,0.957478878267423,0.00559279679504978,0.002419578755305224,0.042679782634564276,0.6319761956600625
554,Chippewa,12010.0,114600.0,589.0,41.6,54552.0,30168.0,10915.0,82.0,222.0,111.0,825.0,Minnesota,23,20.30336987800000,27,0.006827643630308077,0.9088259783513739,0.009242298084929226,0.018484596169858453,0.06869275603663613,0.6049501767920283
555,Clearwater,8812.0,123800.0,674.0,42.7,46291.0,26173.0,7576.0,34.0,748.0,39.0,181.0,Minnesota,29,8.82836424090000,27,0.003858374943259192,0.8597367226509306,0.00442578302315025,0.08488424875170222,0.020540172492056287,0.6890459363957597
556,Hubbard,20862.0,189500.0,672.0,48.6,55472.0,29312.0,19560.0,154.0,456.0,124.0,429.0,Minnesota,57,23.20826052300000,27,0.007381842584603586,0.9375898763301697,0.005943821301888601,0.02185792349726776,0.020563704342824275,0.6311169056931769
557,Isanti,38974.0,186000.0,981.0,39.8,72473.0,32008.0,37154.0,190.0,160.0,506.0,751.0,Minnesota,59,93.16562448500000,27,0.004875044901729358,0.9533022014676451,0.012983014317237132,0.004105300969877354,0.019269256427361832,0.6487913970308337
